id,Date,text,Polarity,SentimentScore,Sentiment
893504353478340609,2017-08-04 16:10:13,b'@timkessler1221 Hi Tim. We do apologize. What you can try is go to TiVo Central &gt; Settings &amp; Messages &gt; Network Set\xe2\x80\xa6 https://t.co/w3k6hIBPhO',0.0,3,Neutral
893497537952448513,2017-08-04 15:43:08,b'@TimothyMeade Hello Tim. We do not support iOS beta software. Some features may not work.',0.0,3,Neutral
893491702295650304,2017-08-04 15:19:56,b'@tonehinojosa Hi Tony! Is it giving you an error message?',0.0,3,Neutral
893485819595374593,2017-08-04 14:56:34,b'@JoshBlockNYC Hey Josh. There are no announcements released at this time.',0.0,3,Neutral
893196287142711296,2017-08-03 19:46:04,"b""No one is off the hook in Kathryn Bigelow's new #Detroit film, and that's a good thing. https://t.co/9noyf4sVn3""",0.41818181818181815,4,Positive
892860093464813569,2017-08-02 21:30:09,b'#TeamMayweather vs #TeamMcGregor: how will you be watching? #MayweatherMcGregor https://t.co/Su3JwAQUFK https://t.co/maLEnFIYyu',0.0,3,Neutral
892814785628311552,2017-08-02 18:30:07,b'How will #TV remember #PrincessDi on the 20th anniversary of her passing? https://t.co/OmDbKZZTs0',0.0,3,Neutral
892768856997072896,2017-08-02 15:27:37,"b'@ericsmcdonald If you do need more than 12, we would have to set up another account for you.'",0.5,5,Very Positive
892767178092687360,2017-08-02 15:20:56,"b'@ericsmcdonald If you do need more than 12, we would have to set up another account for you.'",0.5,5,Very Positive
892767010689626112,2017-08-02 15:20:16,"b'@ericsmcdonald With more than 12 devices all connecting, it can cause some networking issues if you do not have solid signals.'",0.25,4,Positive
892759829093265408,2017-08-02 14:51:44,"b'@ericsmcdonald Once all devices are powered up again, try to force a connection with the host unit first, then try\xe2\x80\xa6 https://t.co/BliAGNdmcI'",0.25,4,Positive
892754610749939712,2017-08-02 14:31:00,b'@ericsmcdonald We do apologize for the redundancy but we ask for confirmation for security reasons.',0.0,3,Neutral
892493912283152387,2017-08-01 21:15:05,"b'Flashpoint, really? Give us your title for the next #Flash movie. \xe2\x9a\xa1\xef\xb8\x8f https://t.co/F5q81qyPts'",0.1,3,Neutral
892468121784549376,2017-08-01 19:32:36,b'@Astharteea We will definitely let our team know! Great suggestion.',0.4,4,Positive
892467993455738880,2017-08-01 19:32:05,"b'@Steviet_02 and The CW, Food Network, USA, Bravo, ABC Family, Syfy, Lifetime and HGTV.'",0.0,3,Neutral
892467965379006467,2017-08-01 19:31:58,"b'@Steviet_02 We are currently eating commercials from ABC, CBS, NBC, Fox, AMC Comedy Central, Discovery Channel, TBS\xe2\x80\xa6 https://t.co/TNXCefPfLO'",0.0,3,Neutral
892467113478074368,2017-08-01 19:28:35,"b'@DaraCross3 Thanks we \xe2\x9d\xa4\xef\xb8\x8f you too, Dana!'",0.25,4,Positive
892466821130895360,2017-08-01 19:27:26,"b""@damcoole Do you have any you would add, Damien? We'd love to here what would be on your list!""",0.625,5,Very Positive
892464266195869696,2017-08-01 19:17:16,"b""@EmilyMiller We're glad you do. He loves you too!""",0.625,5,Very Positive
892419674427842560,2017-08-01 16:20:05,b'Not a #GOT fan? Try this survival guide to get through the next couple weeks... or you could just watch! \xf0\x9f\x98\x9c https://t.co/1Mlsv4uCtL',0.0,3,Neutral
892146621580021761,2017-07-31 22:15:04,b'Which #emoji are you most excited to see on the big screen? Can you guess ours? \xf0\x9f\x93\xba #EmojiMovie https://t.co/Go07x9XdZ8',0.2916666666666667,4,Positive
892141704781983745,2017-07-31 21:55:32,"b""@MarkStruczewski Hello Mark! Sorry for the inconvenience. We're unable to reply to your message due to some error. Please try follow @TiVo""",-0.375,2,Negative
892074647923163136,2017-07-31 17:29:04,"b'Mark your calendars\xe2\x80\x94or, better yet, set your #TiVo! #FallTV https://t.co/jFNle8wpB4'",0.625,5,Very Positive
892060396760289281,2017-07-31 16:32:26,b'@IamKaleighsmom Hello. We apologize for the inconvenience. We are currently investigating the matter to resolve thi\xe2\x80\xa6 https://t.co/oyo3hfaKRq',0.0,3,Neutral
892036024637042688,2017-07-31 14:55:36,b'@Juancas83 But that would have to be setup in your home network before you could use it out of home.',0.0,3,Neutral
892035873990115329,2017-07-31 14:55:00,b'@Juancas83 Hi JJCas. The only way you would be able to access your TiVo from Spain is with the TiVo app on a mobile device.',0.25,4,Positive
891732201800380417,2017-07-30 18:48:19,"b""@RoundsR @RoundsR There's no announcement yet.""",0.0,3,Neutral
891697470081835008,2017-07-30 16:30:18,b'@TimeDoctorECB @TimeDoctorECB No updates yet on adding HBO Now on your TiVo. You can send your ideas to our develop\xe2\x80\xa6 https://t.co/R0UJKyxUzc',0.0,3,Neutral
891689624971751428,2017-07-30 15:59:08,"b'@pass3am @pass3am After the DVR boots up, plug in the other cables one at a time.'",-0.125,2,Negative
891689347333976067,2017-07-30 15:58:01,"b'@pass3am @pass3am Afterwards, plug in the power cord to the power outlet and the video cable from the TiVo box to the TV.'",0.0,3,Neutral
891688725889126400,2017-07-30 15:55:33,"b'@pass3am @pass3am Sorry for the trouble. To help you out, try to unplug everything from the DVR, then, wait 30 seconds.'",-0.35,2,Negative
891059204856983552,2017-07-28 22:14:04,"b""Summer Camp isn't only for kids! Relive your camp days this #weekend. #Binge https://t.co/pmDDKw6Tmc""",0.0,3,Neutral
890987752539512832,2017-07-28 17:30:08,b'We miss the 2000s. #SethCohenForever https://t.co/uyIX4Q4G0g https://t.co/6lS3OTwnxo',0.0,3,Neutral
890970121769975808,2017-07-28 16:20:05,"b""@nowayout90 Hello Mark! That doesn't sound right! Force a connection to the TiVo service to refresh your guide.  Cl\xe2\x80\xa6 https://t.co/nl4OGPkB1Z""",0.37857142857142856,4,Positive
890961594804469761,2017-07-28 15:46:12,b'@miles267 We roll it out in waves and if you signed up for the priority it will ensure you are a part of the group.',0.0,3,Neutral
890961426323558400,2017-07-28 15:45:31,"b""@miles267 Hello Jason! If you have already signed up here:  https://t.co/tMtVh0PEtH you'll get the rollout first as\xe2\x80\xa6 https://t.co/PCZ6LtNkis""",0.25,4,Positive
890952109096677376,2017-07-28 15:08:30,"b""@arts_marketing We're glad to hear that!""",0.625,5,Very Positive
890712197978087425,2017-07-27 23:15:11,b'We eat commercials for breakfast. #TiVoTime https://t.co/V0qArDV71I',0.0,3,Neutral
890694472601919489,2017-07-27 22:04:45,b'@MarkStruczewski Do you have a spare optical cable we can try to see if the one you are currently using may be bad?',-0.3499999999999999,2,Negative
890659322530742272,2017-07-27 19:45:04,b'Can you believe who made the cut? https://t.co/PMTZe5mB2d',0.0,3,Neutral
890629056357478402,2017-07-27 17:44:48,"b""@MarkStruczewski Hi Mark. For some reason we're unable to reply to your DM.""",-0.5,2,Negative
890614067181649920,2017-07-27 16:45:15,"b""@mothra_stewart That's great!""",1.0,5,Very Positive
890590453854326786,2017-07-27 15:11:25,b'@nwsayer Awesome!',1.0,5,Very Positive
890589719091924992,2017-07-27 15:08:30,b'@Graytlo777 Hi Graydon. Have you tried running different web browsers?',0.0,3,Neutral
890588749201117185,2017-07-27 15:04:38,b'@TweetyDave Hey Dave. We apologize for the troubles that this may have caused. Are you receiving any error messages?',0.0,3,Neutral
890586344489201668,2017-07-27 14:55:05,b'@nwsayer Hi Nick. Have you tried running different web browsers?',0.0,3,Neutral
890581561430691840,2017-07-27 14:36:05,b'@arts_marketing We are sorry to hear that you are not able to reconnect to the network wirelessly. What troubleshoo\xe2\x80\xa6 https://t.co/foDCQlfScf',-0.375,2,Negative
890578770628837377,2017-07-27 14:24:59,b'@mothra_stewart They can be reached at 877-367-8486.',0.0,3,Neutral
890578514998685696,2017-07-27 14:23:58,b'@mothra_stewart I do apologize. To look into this further I would recommend calling in to our Phone Support team and see what can be done.',0.0,3,Neutral
890323372202221568,2017-07-26 21:30:07,"b""Set your TiVo! Elizabeth Smart's moving story is coming to @Lifetime soon. https://t.co/IMfPukMjwk""",0.21428571428571427,3,Neutral
890278084519362560,2017-07-26 18:30:10,b'Is your fav #scifi book about to head to the small screen? https://t.co/Hk4A76RuMM \xf0\x9f\x93\xba',-0.25,2,Negative
890220887877791744,2017-07-26 14:42:53,"b'@firasbukhari If you are on month to month, then you should be able to cancel anytime after your one year commitmen\xe2\x80\xa6 https://t.co/DwZkircssI'",0.5,5,Very Positive
889957199535124480,2017-07-25 21:15:05,"b""This isn't your average snowman! Come back to us, Frosty and Olaf. \xe2\x98\x83\xef\xb8\x8f  https://t.co/EOLC7cCAzF""",-0.09375,2,Negative
889912269722853377,2017-07-25 18:16:33,b'@firasbukhari Hi Firas! Are you referring to the early termination fee? The cancellation fees are in the Terms and Conditions.',0.1,3,Neutral
889882966897438721,2017-07-25 16:20:07,b'Julia Roberts is coming to #TV screens near you! #Homecoming https://t.co/7KpXwbhMKp',0.125,3,Neutral
889864640343269376,2017-07-25 15:07:17,"b'@ericsmcdonald That ""Cold Boot"" is the standard troubleshooting and if it does not fix it you would call to see you\xe2\x80\xa6 https://t.co/qAfqA1PIwG'",-0.3,2,Negative
889861636802084864,2017-07-25 14:55:21,b'@ericsmcdonald You can reach our Support Line at 1-877-367-8486.',0.0,3,Neutral
889609913877630977,2017-07-24 22:15:06,"b""Which #bachelor won't make the cut? #WeMissDean #TheBachelorette https://t.co/UletyrWj8n""",0.0,3,Neutral
889548303997841408,2017-07-24 18:10:17,b'@PhilDuran @PhilDuran Can you try to do Repeat Guided Setup on your TiVo Premiere? It will allow your guide to repopulate the data.',0.0,3,Neutral
889538199781085185,2017-07-24 17:30:08,"b'Don Draper, you will forever be missed. Or is that Peggy? #MadMen #10yearslater https://t.co/atiy9q1EeS'",0.0,3,Neutral
889529428790923264,2017-07-24 16:55:17,"b'@stevegarfield Okay, if you encounter the same issue again you can message us back for troubleshooting or contact o\xe2\x80\xa6 https://t.co/5fizMbs3rZ'",0.16666666666666666,3,Neutral
889525423025123329,2017-07-24 16:39:22,b'@PhilDuran @PhilDuran Have you tried checking those action sports programs in the Recording History to see why they were not recorded?',0.1,3,Neutral
889524493709971458,2017-07-24 16:35:40,"b'@stevegarfield Okay, after it rebooted are you still seeing black screen on the recorded show?'",0.16666666666666669,3,Neutral
889523451198926852,2017-07-24 16:31:31,"b""@r_capod2t Cool. The error is a networking error. This typically happens when the TiVo box doesn't want to connect\xe2\x80\xa6 https://t.co/0Rd4KjYDrA""",0.09166666666666666,3,Neutral
889512289531039745,2017-07-24 15:47:10,b'@RoboBrum From TiVo Central &gt; Settings &amp; Messages (or Messages &amp; Settings) &gt; Account &amp; System Information &gt; DVR Diagnostics',0.0,3,Neutral
889512020730671104,2017-07-24 15:46:06,"b""@RoboBrum Let's check the diagnostics. There are a few things I will need to know. The SNR, signal strength, RS Unc\xe2\x80\xa6 https://t.co/TJgojLw1St""",-0.2,2,Negative
889504676890255360,2017-07-24 15:16:55,b'@stevegarfield Can you reboot your TiVo by unplugging the power from the wall for 30 seconds?',0.0,3,Neutral
889502287625949184,2017-07-24 15:07:26,b'@RoboBrum Have you already tried to powercycle your modem or router? How are you connected to the internet?',0.0,3,Neutral
889499891810095105,2017-07-24 14:57:54,"b""@stevegarfield Hi Steve. Is this the only recorded show that's giving you black screen?""",-0.08333333333333333,2,Negative
889496689547124737,2017-07-24 14:45:11,b'@RoboBrum Hi Rob. Does it happen before or after an ad break?',0.0,3,Neutral
889492843676479493,2017-07-24 14:29:54,"b'@r_capod2t Hi RC.  We  apologize for the late response. Are you still experiencing error C133? If so, how are you connected to the network?'",-0.3,2,Negative
889491703580721153,2017-07-24 14:25:22,b'@JaclynnDenise We apologize for the late response. Are you still getting V52 error code right now?',-0.007142857142857145,2,Negative
889297757285957633,2017-07-24 01:34:42,"b""RT @WIRED: Who wouldn't want to be Wonder Woman at Comic-Con? https://t.co/LeUaMLAgpb""",0.0,3,Neutral
889296014846439424,2017-07-24 01:27:46,b'@Tedjs How fun! What was the best thing you found?',0.6875,5,Very Positive
889173154031161350,2017-07-23 17:19:34,"b'@chaos_sonata @chaos_sonata You own the TiVo box, so, you can do whatever you like. You can give it as a present, p\xe2\x80\xa6 https://t.co/pWNZp0g7V3'",0.3,4,Positive
889149497598771202,2017-07-23 15:45:34,b'@Ukulele19 @Ukulele19 Sorry to hear this. Did it work properly before? Is it happening on all of your shows or just one?',-0.25,2,Negative
888526576979251201,2017-07-21 22:30:18,"b'@robspodcastmug Ideally a 2.4ghz  should do the trick, a G will not work on 5Ghz.'",0.9,5,Very Positive
888481126481883139,2017-07-21 19:29:42,b'@lilmissgiggle Are you getting an error message? What troubleshooting steps have you done so far?',0.1,3,Neutral
888480460485128192,2017-07-21 19:27:03,b'Why did you keep us waiting? https://t.co/4NAkiZFIAF',0.0,3,Neutral
888480343900147716,2017-07-21 19:26:35,b'@lilmissgiggle Hi Kim! Is this TiVo App for iOS or Android?',0.0,3,Neutral
888465866656030723,2017-07-21 18:29:04,"b""Who else can't wait for the #BlackPanther movie? Take a sneak peek now! https://t.co/fqQP4AoAwB""",0.0,3,Neutral
888164132188549121,2017-07-20 22:30:05,"b""Set your #TiVo and don't miss a second of these #bingeworthy shows this #summer! https://t.co/2dKLdlli4o""",0.0,3,Neutral
888116711253131264,2017-07-20 19:21:39,"b'No need to dress up this year! With our partner @Wurl, #TiVo Central is bringing #ComicCon to your home. https://t.co/G9O7ndEIRq'",0.0,3,Neutral
888067784504217600,2017-07-20 16:07:13,"b""@fool_like You're most welcome.""",0.65,5,Very Positive
888052762969329664,2017-07-20 15:07:32,b'@fool_like You can send your statements to our TiVo corporate heads: https://t.co/fAO7y9IRcv',0.0,3,Neutral
888052392008323073,2017-07-20 15:06:04,"b'@fool_like We apologize for the inconvenience, Shaun. If you would like to submit your feedback on this subject, yo\xe2\x80\xa6 https://t.co/YJnrhTF3Lb'",-0.16666666666666666,2,Negative
888050931325177856,2017-07-20 15:00:15,b'Happy 20th Birthday #RealityTV! Cheers to many viewing hours of your entertaining disfunction. \xf0\x9f\x8e\x82\xe2\x80\xa6 https://t.co/NZxi376SxV',0.45,4,Positive
888049443764928513,2017-07-20 14:54:21,"b""@fool_like You can call into our Phone Support and ask them to create a dummy account, so they won't show up on you\xe2\x80\xa6 https://t.co/wRRmbXO1iw""",0.0,3,Neutral
888049151346442240,2017-07-20 14:53:11,b'@fool_like And are no longer communicating with the account.',0.0,3,Neutral
888048961470304256,2017-07-20 14:52:26,b'@fool_like These units will not register with your current units since these devices are not connected to your home network.',0.0,3,Neutral
888048593931816960,2017-07-20 14:50:58,"b'@fool_like On a side note, having these inactive units listed on your account will have no adverse affect to your account itself.'",0.0,3,Neutral
888046460998123521,2017-07-20 14:42:30,b'@fool_like Hi Shaun. It will go away when a new owner gets the device; Most likely when it is up for resale after i\xe2\x80\xa6 https://t.co/ZFMYCSA01y',0.21212121212121213,3,Neutral
888039343075586048,2017-07-20 14:14:13,b'@kokasexton I apologize for the late response. Have you tried the cold boot?',-0.44999999999999996,2,Negative
887904076083511296,2017-07-20 05:16:42,"b'@eejay We love you too, Elijah!'",0.625,5,Very Positive
887824405040164865,2017-07-20 00:00:07,"b""It's been a banner year for women on #TV. What can we say? Girls Rule! \xe2\x99\x80\xef\xb8\x8f https://t.co/yJryd7MF31""",0.0,3,Neutral
887799395663609860,2017-07-19 22:20:45,b'@OfficialNOWEnt @OfficialNOWEnt You need to follow us so that we can send you a direct message. You can also reach\xe2\x80\xa6 https://t.co/FISdckWYPJ',0.1,3,Neutral
887790659402432514,2017-07-19 21:46:02,b'@MarkStruczewski @MarkStruczewski You can also restart it on-screen: from TiVo Central &gt; Settings &amp; Messages &gt; Help\xe2\x80\xa6 https://t.co/6T8c2mYYSf',0.0,3,Neutral
887790304300060672,2017-07-19 21:44:37,"b'@MarkStruczewski @MarkStruczewski You can restart your TiVo Roamio by unplugging the power cord, waiting 15 seconds\xe2\x80\xa6 https://t.co/WnwSgrHER2'",0.0,3,Neutral
887784170856079360,2017-07-19 21:20:15,"b'@m_pollack @m_pollack To submit this issue to our Lineup specialist, you can visit https://t.co/qkudUmqhF6.'",0.0,3,Neutral
887783469245399040,2017-07-19 21:17:27,b'@m_pollack Guided setup helps you choose settings that ensure that your TiVo DVR can display the correct list of ch\xe2\x80\xa6 https://t.co/68V9k31fNi',0.0,3,Neutral
887739759208144896,2017-07-19 18:23:46,"b""@Sherbekow Comcast's workaround is to access HBO content through the on demand.""",0.0,3,Neutral
887739673099063296,2017-07-19 18:23:26,"b'@Sherbekow Currently, Comcast does not provide linking between HBO GO and TiVo devices.'",0.0,3,Neutral
887725740258709505,2017-07-19 17:28:04,"b""We never met a #lovetriangle we didn't like! Whose team are you on? \xf0\x9f\x92\x94  https://t.co/CvAuDdvIqS""",0.0,3,Neutral
887695021608230912,2017-07-19 15:26:00,b'@untulis Hi Jason. Can you go to Video provider list by going to TiVo Central &gt; Settings &amp; Messages &gt; Channel &amp; App\xe2\x80\xa6 https://t.co/2iwXWj260G',0.0,3,Neutral
887687083032272898,2017-07-19 14:54:27,"b""@Sherbekow Hey Jeff.  We are sorry to hear that you're unable to access HBO Go. HBO Go is specifically related to a cable providers package.""",-0.3333333333333333,2,Negative
887679633193398273,2017-07-19 14:24:51,"b'@kokasexton Hello Koka. How long has it been? You can unplug the TiVo from the power for 30 seconds, then power the TiVo back up.'",-0.025,2,Negative
887676385153744897,2017-07-19 14:11:57,b'@PatKalellis Hi Pat! The standard TiVo Bolt Remote that comes with your TiVo Bolt+ is not a learning remote.',-0.06666666666666667,2,Negative
887377636867137537,2017-07-18 18:24:49,b'@m_pollack @m_pollack Can you also try doing Repeat Guided Setup (Settings &amp; Messages &gt; Help &gt; Restart or Reset Sys\xe2\x80\xa6 https://t.co/6iFGDBbh7l',0.0,3,Neutral
887360105230086145,2017-07-18 17:15:10,b'@ibp3000 @ibp3000 We apologize for the inconvenience. We are currently investigating the matter to resolve this iss\xe2\x80\xa6 https://t.co/nZrTZIopb6',0.0,3,Neutral
887358354900885505,2017-07-18 17:08:12,b'@m_pollack @m_pollack Can you try forcing a successful connection to the TiVo service  twice? Doing so can correct the issue.',0.75,5,Very Positive
887352287970172928,2017-07-18 16:44:06,"b'@mklitt While watching a live or recorded program, press Info button. Use the Down Arrow to highlight Closed Captio\xe2\x80\xa6 https://t.co/SkL0zXaHqc'",-0.03973063973063975,2,Negative
887326613330960384,2017-07-18 15:02:05,"b""Should Quentin Tarantino's new Manson Family project be a mini-series? https://t.co/tgRXdJgYyP""",0.13636363636363635,3,Neutral
887081241006268416,2017-07-17 22:47:03,"b""Is #TV's sky falling? Apocalyptic shows are on the rise. https://t.co/xGRNqaJXCY""",0.0,3,Neutral
886986870382632960,2017-07-17 16:32:03,b'Sometimes surprises can be good! https://t.co/Uz8wVZFtBW @vulture',0.875,5,Very Positive
886731778748231680,2017-07-16 23:38:25,"b'@Morganwoodruff I see. To further investigate the issue, we highly suggest you contact our Customer support at 877-\xe2\x80\xa6 https://t.co/W220PUUh35'",0.08,3,Neutral
886727946764996608,2017-07-16 23:23:11,b'@Morganwoodruff @Morganwoodruff We do apologize for the trouble. Is it for Android or iOs? Can you tell us what exactly the error?',0.024999999999999994,3,Neutral
886368168406548480,2017-07-15 23:33:33,"b'@Nicole_Boda_ @Nicole_Boda_ Afterwards, connect your host DVR to the TiVo service, then, plug the power cords of the TiVo Mini back in.'",0.0,3,Neutral
886367684568506368,2017-07-15 23:31:38,"b'@Nicole_Boda_ @Nicole_Boda_ We apologize for the experience. But, you can try unplugging the power cord of your TiV\xe2\x80\xa6 https://t.co/2WQr9lBxzt'",0.0,3,Neutral
885985021089239042,2017-07-14 22:11:04,b'Will #Avengers 4 be the conclusion to the #Marvel chapter as we know it? https://t.co/sxqWVTsqIS',0.0,3,Neutral
885913547032670208,2017-07-14 17:27:03,b'Are you brave enough to take the risk? \xf0\x9f\x92\xaa https://t.co/lbdlo4s47g',0.4,4,Positive
885665589154504704,2017-07-14 01:01:45,"b""@Lower1310 Hello Patrick! That doesn't sound right! Please you tell us more about the problem through direct message.""",0.3392857142857143,4,Positive
885650591506198529,2017-07-14 00:02:10,"b'@timkessler1221 For steps on how to repeat guided setup, just check out this link https://t.co/0w5tiTZ7JI'",0.0,3,Neutral
885649281931235328,2017-07-13 23:56:58,b'@timkessler1221 Hey Tim! I understand how this can be frustrating for you. However this can be easily fixed by repeating your guided setup.',-0.15000000000000002,2,Negative
885638742911967233,2017-07-13 23:15:05,"b""We've got your \xf0\x9f\x8f\x88  fix ... at least until #football season comes back! https://t.co/wmczBCbpF2 #footballfandom""",-0.15,2,Negative
885587051927789569,2017-07-13 19:49:41,"b'@ratgrl Hello Emma! We do understand your frustration however whenever we process an exchange, it is always of the\xe2\x80\xa6 https://t.co/uk1SOZCn36'",0.0,3,Neutral
885581156493733888,2017-07-13 19:26:15,"b'@RunawaybikeLLC You can see HBO content on Xfinity on Demand, but it is not accessible to Comcast customers through\xe2\x80\xa6 https://t.co/4fYNwG9sHh'",-0.1875,2,Negative
885541932797222912,2017-07-13 16:50:24,"b""@Sam_Ebnet Tivo doesn't offer warranty replacements for remotes and other accessories, so that would be a new purchase.""",0.005681818181818177,3,Neutral
885541863444402177,2017-07-13 16:50:07,b'@Sam_Ebnet The warranty for all parts and labor is for 90 days on the Tivo itself.',0.0,3,Neutral
885524024884899840,2017-07-13 15:39:14,"b""@Sam_Ebnet After troubleshooting if the remote is still eating batteries, we'll have to look at purchasing a new remote.""",-0.02121212121212122,2,Negative
885521714037346304,2017-07-13 15:30:03,b'@LincMad From TiVo Central &gt; Settings &amp; Messages &gt; Network Settings &gt; Connect to the TiVo Service now. This should\xe2\x80\xa6 https://t.co/dXO61uqtVc',0.0,3,Neutral
885521170690437120,2017-07-13 15:27:53,"b'@LincMad Hi Lincoln. We are sorry to hear that about your clock/connection issue. Usually, it can be resolved by go\xe2\x80\xa6 https://t.co/LZtKKfy9BR'",-0.375,2,Negative
885295798480760832,2017-07-13 00:32:21,"b""@OutlandishRDH @OutlandishRDH We're sorry to hear this. Have you held down the yellow A button for more than two se\xe2\x80\xa6 https://t.co/VNLuDvldWr""",-0.03888888888888889,2,Negative
885277234109526016,2017-07-12 23:18:34,"b""@mklitt @mklitt We're sorry to hear this. However, pressing the blue B button for two seconds will toggle Closed Captioning on or off.""",-0.19999999999999998,2,Negative
885263836747489280,2017-07-12 22:25:20,b'@kidninjalos We love you too!',0.625,5,Very Positive
885249932248174592,2017-07-12 21:30:05,"b""New trailers alert! What's #1 on your list: #Jumanji, #PitchPerfect 3 or #InHumans? #vote https://t.co/atNzWRXE5V""",0.17045454545454544,3,Neutral
885234572748890116,2017-07-12 20:29:03,b'Did your #dream \xf0\x9f\x8f\xa0 make the list? https://t.co/vcyR8kThtz',0.0,3,Neutral
885152598898159616,2017-07-12 15:03:19,"b'@zotts Hello there. To change your service plan on your TiVo box, please contact TiVo Customer Support. They can be reached at 877-367-8486.'",0.0,3,Neutral
884883801058496512,2017-07-11 21:15:13,b'Who else wants to join the star-studded fanbase of #WillFerrell? https://t.co/pICtfrTb86 https://t.co/nPrhKudsDw',0.2,3,Neutral
884809017348038656,2017-07-11 16:18:03,b'We want your #vote! #TV title sequences: Yes or No? https://t.co/6G7hXXlTX6 via @theverge',0.0,3,Neutral
884784406182989824,2017-07-11 14:40:15,b'@mattynoto We apologize for the inconvenience Matt. Can you DM us your phone number and email address so we can check on it for you?',0.0,3,Neutral
884502616092356608,2017-07-10 20:00:31,b'How does the new #SpiderMan stack up? https://t.co/J07akQJcWs #SpiderManHomecoming https://t.co/E9MM1iD3ee',0.13636363636363635,3,Neutral
884464520500064258,2017-07-10 17:29:08,b'Proceed at your own risk! \xf0\x9f\x98\xb1  https://t.co/9pa5ud7tn7 @Refinery29',0.75,5,Very Positive
884182598465060864,2017-07-09 22:48:53,b'@realjoshd @realjoshd Try checking if these channels are checked on the Channel List ( Settings &amp; Messages &gt; Settin\xe2\x80\xa6 https://t.co/E84eN5hzZ3',0.0,3,Neutral
884167623310807040,2017-07-09 21:49:23,b'@kfury @deepbluecea @kfury You can submit this important feedback to our TiVo Engineering here: https://t.co/tVarJCdyWN',0.4,4,Positive
884085867475808256,2017-07-09 16:24:30,"b""@Froggybear07 If those don't work, you will want to reach our Phone support at 877-367-8486 to possibly replace the DVR.""",0.0,3,Neutral
884085379325845504,2017-07-09 16:22:34,"b'@Froggybear07 @Froggybear07 After the DVR boots up, continue to add one item at a time until you have isolated the\xe2\x80\xa6 https://t.co/5a3WZ0vbBD'",0.0,3,Neutral
884084184997867520,2017-07-09 16:17:49,"b'@Froggybear07 If the DVR is connected to a surge protector or power strip, take out the power cord and plug it into a working wall outlet.'",0.0,3,Neutral
884083706734006272,2017-07-09 16:15:55,"b'@Froggybear07 @Froggybear07 Then, plug in the power cord from the DVR to the wall, and the video cable from the DVR to the TV.'",0.0,3,Neutral
884083201001574402,2017-07-09 16:13:55,"b""@Froggybear07 @Froggybear07 We're sorry to hear that your TiVo device is rebooting. You can try to unplug everythin\xe2\x80\xa6 https://t.co/HIuW7j7ced""",-0.5,2,Negative
883721838068682752,2017-07-08 16:17:59,b'@joshbenson06 @joshbenson06 Both of your DVRs will show up online. To transfer recordings from one device to anothe\xe2\x80\xa6 https://t.co/XZt7VnRj6j',0.0,3,Neutral
883704422282526722,2017-07-08 15:08:47,b'@BoothNinja @BoothNinja We do apologize for the trouble. You will want to visit https://t.co/qkudUmqhF6 to report t\xe2\x80\xa6 https://t.co/ZdDyuQYY0G',-0.2,2,Negative
883702720343003136,2017-07-08 15:02:01,"b'Same size, but bigger. The roomier TiVo BOLT+ is here. https://t.co/pvPqHJuJrI'",0.0,3,Neutral
883452840546635776,2017-07-07 22:29:05,"b""What's the fate of our favorite #superheroes? https://t.co/nGJwnOwJAd""",0.5,5,Very Positive
883428215414501377,2017-07-07 20:51:14,b'@tommcelvy Hello Tom! We do apologize about what happened. Can you DM us more information about what happened?',0.5,5,Very Positive
883392695200133120,2017-07-07 18:30:05,b'The ultimate #summer #binge guide is here. You can thank us later! \xf0\x9f\x98\x9c https://t.co/MgNFbl5PVk',0.0,3,Neutral
883392507760881665,2017-07-07 18:29:21,"b""@Marinermoose241 We've followed your account. Can you DM us again? How about your host DVR. Do have the same experience with your host DVR?""",0.0,3,Neutral
883388993613647872,2017-07-07 18:15:23,b'@Marinermoose241 Hi Ryan! Can you DM us the problem with your youtube app on TiVo?',0.0,3,Neutral
883370374255190016,2017-07-07 17:01:24,"b""@DrTekmeister Yup. After much outcry, NBC reversed their decision. So it's back for a 2nd season!""",0.06666666666666667,3,Neutral
883344814095441920,2017-07-07 15:19:50,b'@DonIrvine Hi DonIrvine. Can you go to  Manage Recordings &amp; Downloads &gt; History? See why the TiVo is saying it is not recording.',0.0,3,Neutral
883343126894661632,2017-07-07 15:13:07,b'@realjoshd Hi realjoshd. All channels state to be announced?',0.0,3,Neutral
883122757059444736,2017-07-07 00:37:27,b'@elgabito The error is on the app right? Are you connected to your home network right now?',0.2857142857142857,4,Positive
883113373201825792,2017-07-07 00:00:10,b'ICYMI: #HarryPotter is 20 years old! @Variety shows us what the silver screen missed. https://t.co/FTseWutWUZ #HarryPotter20',0.125,3,Neutral
883100183059468288,2017-07-06 23:07:45,b'@elgabito Hello Kyle! Did you get any error messages?',0.0,3,Neutral
883015206116495361,2017-07-06 17:30:05,"b""It's been a banner year for the big screen! What's your favorite \xf0\x9f\x8e\xa5 ? https://t.co/vhY4mYX3Gn""",0.25,4,Positive
883010309979607040,2017-07-06 17:10:38,"b'@ThomasSmailus To disable, just follow these steps. Go to Settings &amp; Messages &gt; User Preferences &gt; TiVo Suggestions\xe2\x80\xa6 https://t.co/HXQC3q5VOS'",0.0,3,Neutral
